author,comment,date,sentiment_class
@taehyeonkim6504,CES 2024와 MWC 2024의 최대 화두가 생성형 AI에 기반한 AI 기술이었듯이 디지털 경제가 심화되면서 AI에 대한 관심과 함께 꾸준한 기술 발전이 이루어질 전망인데요 AI시대 오피스라이프 영상을 보니 영화에서나 있을 법한 흥미진진한 일들이 이젠 현실이 되어가고 있는 느낌입니다 앞으로도 삼성SDS가 선도하는 AI 기술로 기업 업무의 Hyperautomation을 현실화하는 다양한 생성형 AI 서비스를 선보여주시길 기대하며 더 나은 미래를 향한 삼성SDS의 힘찬 발걸음과 건승을 늘 응원하겠습니다,2024-02-29 06:34:22,LABEL_0
@user-jj5mb2dh1w,삼성SDS 생성형 AI 서비스 정말 멋지고 앞으로 더 기대가 됩니다 항상 응원합니다,2024-01-31 06:34:22,LABEL_1
@qkdrnxksff,삼성SDS 생성형 AI 서비스를 통해서 디지털 혁신의 선두주자로 도약하길 진심으로 기원하며 힘차게 응원하겠습니다,2024-01-31 06:34:22,LABEL_1
@happyon6703,삼성SDS의 혁신적인 AI 패브릭스 영상 흥미롭게 잘보았습니다 앞으로도 다양한 콘텐츠와 소식으로 활발한 소통을 기대할게요 언제나 응원합니다 ,2024-01-31 06:34:22,LABEL_1
@yun5723,못하는게없는 모두에게 만능 생성형 AI 믿음직한 삼성 SDS와 함께하겠습니당,2024-02-29 06:34:22,LABEL_1
@user-dr9tk3mh1d,심장이 쿵쿵쿵 두근두근  기대감이 마구 생기네요  삼성SDI와 함께 열어갈 생성형AI와 함께 할 미래가 기대됩니다,2024-01-31 06:34:22,LABEL_1
@lizya1970,삼성SDS 생성형 AI 서비스 응원합니다정말 놀라운 세상이 우리앞에 펼쳐지네요,2024-02-29 06:34:22,LABEL_1
@user-kb7sg6lo6d,응원합니다 감사합니다 화이팅 언제나 기도하겠습니다 좋은날이 많을거예요 힘내자고요 아자아자,2024-02-29 06:34:22,LABEL_1
@OriOriMan,삼성SDS의 AI 기술 너무 기대됩니다  삼섬SDS 앞으로 힘차게 응원하겠습니다 ㅎ,2024-02-29 06:34:22,LABEL_1
@user-mf1or7yb3e,말만하면 다되는 그런 세상 펼처지는군요AI능력 어디까지 AI시대 우린 무엇을 해야 할까요 정말 기대 됩니다,2024-02-29 06:34:22,LABEL_0
@user-qf4mr7ds1k,빠르게  편리한정보  Al오피스  라이프  스타일   업무  처리를 할수있어  경쟁력  멋지네요 ,2024-02-29 06:34:22,LABEL_1
@dohyun6584,영상에 위트가 많아 잼있게 봤어요 AI기술도 역시 삼성이네요 크으 앞으로의 AI오피스라이프 기대가 됩니다화이팅,2024-01-31 06:34:22,LABEL_1
@ko-ip8zc,생성형 AI 이랬다저랬다해도 당연하다는 너무 좋은데요 완전 개인비서가 있는 느낌 내가 꼭 회장님이 된 느낌 앞으로 이런시대가 펼쳐진다니까 엄청 설레고 기대됩니다 좀 편해지는 시대 좀 여유로운 시대 기대해볼게요 삼성 SDS 생성형 AI 최고의 기술력  늘 응원하겠습니다 ,2024-02-29 06:34:22,LABEL_1
@jokh8109,아무리 복잡한 시스템과 데이터라도 심플하게 연계하는 패브릭스 기대가 크고 영상 멋짐 뿜뿜,2024-02-29 06:34:22,LABEL_1
@user-yp9dz9qf9p,말하는 대로 다 이루어지는 세상 삼성SDS 생성형 AI 서비스 정말 기대되는 세상입니다,2024-02-29 06:34:22,LABEL_1
@지유나,생성형 AI를 주도할 삼성SDS의 다양하고 재밋는 이야기들로 많은 분들이 찾는곳이 되길 바랄게요,2024-01-31 06:34:22,LABEL_0
@abyssalvoyage,이 광고 영상을 보고 정말 현대 사회에서 AI의 중요성을 다시 한번 느꼈습니다  AI 기술이 사람들의 일상과 업무에 얼마나 큰 영향을 미치고 있는지 잘 보여주는 영상이었어요 특히 다양한 요구사항을 빠르고 정확하게 처리하는 AI의 능력에 감탄했습니다 10년치 매출 정리부터 비건식당 추천 실험 데이터 정리까지 AI가 다양한 분야에서 활약하는 모습을 보니 정말 놀랍더군요 무엇보다 이 영상이 보여주는 건 AI가 단순한 기계적인 업무를 넘어서 인간의 삶을 더 풍요롭고 효율적으로 만들 수 있다는 점이었습니다 삼성 SDS의 AI 서비스를 통해 우리 생활이 얼마나 편리해질 수 있는지 생각하니 기대가 큽니다 이처럼 AI 기술의 발전은 우리의 삶을 어떻게 바꿀지 상상하는 것만으로도 흥미롭습니다 앞으로 AI가 우리 삶에 더 많은 혜택과 변화를 가져다줄 것으로 기대됩니다  김기현 성우님은 AI 아니죠,2024-02-29 06:34:22,LABEL_1
@jiyeon14365,요즘 AI기술이 많이 보이는데 흥미진진합니다 삼성은 선두주자AI 오피스라이프 앞으로 기대가 됩니다 설레어용,2024-01-31 06:34:22,LABEL_1
@hyunrae56,삼성SDS의 직원 여러분의 열정과 노력이 더욱 빛나는 미래를 만들어갈 것이라 응원합니다,2024-02-29 06:34:22,LABEL_1
@chunchae,불과 얼마전만 해도 꿈같은 얘기였는데 이런 세상이 왔군요 벌써 ㅎㅎ 대단합니다,2024-01-31 06:34:22,LABEL_1
@seimyungchang7804,생성형 AI 도입으로 생산성 향상 등 디지털 혁신의 가능성을 직접 보여준 삼성SDS의 무한질주를 응원합니다 기업 업무의 Hyperautomation을 현실로 실현하는 삼성SDS의 다양한 생성형 AI 서비스가 기대됩니다 많은 분들에게 도움이 될 것입니다 항상 응원하겠습니다 삼성SDS 구독  좋아요  알림설정완료  앞으로도 다양한 정보와 소식으로  많은 분들과 소통하며 사랑가득 받으시길 진심으로 바라며 응원드립니다 풍성하고 여유롭고 즐겁고 행복하길 진심으로 응원드립니다 ,2024-02-29 06:34:22,LABEL_1
@mingmings.0903,점점 생각하고 꿈만 꾸던 현실이 하나씩 눈앞으로 가다오는 기분이네요,2024-02-29 06:34:22,LABEL_1
@ericlee4007,삼성SDS 유튜브 채널 구독합니다 유익한 정보 많이 공유 부탁드립니다감사합니다,2024-02-29 06:34:22,LABEL_1
@user-gg3db3dk3v,AI시대 기대되네요 삼성과 함께하는 AI시대 완전 기대되네요,2024-02-29 06:34:22,LABEL_1
@user-mu1nz5fw6l,삼성SDS의 생성형 AI 서비스를 통해서 우리의 삶이 편리해지고 개선되는 부분이 너무 기대됩니다특히 기업과 관련된 다양한 서비스는 기업의 생산량과 효율을 극대화 시킬거 같아 더욱 관심이 가네요,2024-02-29 06:34:22,LABEL_0
@jeonghoji,생성형 AI가 삶을 어떻게 변화 시키고 변경 될지 기대됩니다 생성형 AI 시대에 삼성SDS와 함께 기대하며 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-st1js6gu7z,광고를 보니 신나고 재미 있는 회사 생활이 기대 됩니다,2024-01-31 06:34:22,LABEL_1
@KIMJUNGHWA100,신나는 노래 좋아요  앞으로의 AI오피스 라이프 응원합니다,2024-01-31 06:34:22,LABEL_1
@user-dm2er2iw6d,격변하는 AI 시대에 살고 있어서 흥미진진하네요 기대됩니다,2024-01-31 06:34:22,LABEL_1
@jadelee12345,요즘 AI 기술이 여기 저기 많이 보이더라구요 저도 관심을 가지고 있는데 역시 삼성은 여기서도 선두주자시군요항상 사람들을 위해 좋은 기술을 선보이는 삼성믿음직합니다 멋진 영상도 잘 봤습니다 감사합니다 꾸벅,2024-01-31 06:34:22,LABEL_1
@user-oo1kq9hk5m,AI시대가 오고 있네요세상이 너무 빨리 변화되어정신이 없습니다,2024-01-31 06:34:22,LABEL_2
@yschoi8547,요즘 라이프나 일상생활에서 AI가 안되는 곳이 없어요더욱 발전이 되어 전세계 사람들의 생활이 편리해지면 좋겠어요,2024-02-29 06:34:22,LABEL_0
@binglyeolmun,삼성SDS 생성형 AI 브랜드 필름을 통해 AI시대 오피스라이프가 만들어 낼 일상의 변화를 다양한 분야와 상황에서 미리 엿볼 수 있네요삼성SDS AI시대 오피스라이프와 인간이 함께 만들어 갈 더 스마트하고 효율적인 라이프를 기대해요,2024-01-31 06:34:22,LABEL_1
@wiltordpires5027,AI시대를 선도해나갈 삼성SDS 역시 삼성이 하면 다릅니다,2024-02-29 06:34:22,LABEL_0
@user-dq5zj1nu7l,삼성 SDS의 AI  시대가 기대가됩니다AI가 대세인   시대에 앞선 삼성SDS 응원합니다 ,2024-02-29 06:34:22,LABEL_1
@user-hh8gk2mx5c,영상에 위트가 많아서 기분 좋게 봤어요 ㅎㅎ ai기술도 역시 삼성이네요,2024-01-31 06:34:22,LABEL_1
@reagoreago,삼성SDS와 함께 펼쳐질 AI 패브릭스 기대됩니다 ,2024-02-29 06:34:22,LABEL_1
@chankyuchoi6136,AI를 통해 새로운 세상이 열려 더욱더 기대가 되네요 삼성 SDS AI를 통해 더욱 발전된 미래가 다가오는거 같네요 혁신적인 삼성SDS의 기술로 세계 최고로 발돋음하는 그날이 멀지 않은거같습니다 세계를 제패할 그날까지 열심히 응원하겠습니다,2024-02-29 06:34:22,LABEL_1
@HyKi-mo6vr,삼성SDS의 앞길을 두손모아 응원하고 또 응원하겠습니다,2024-02-29 06:34:22,LABEL_1
@suckmin3658,음악이 신나서 영상 잼있게 잘 봤어요 역동적으로 변화하는 오피스라이프 너무 기대가 됩니다 삼성 SDS 화이팅,2024-01-31 06:34:22,LABEL_1
@politemean,우리의 삶에 밀접하게 다가온 AI 삼성이 멋지게 다듬어 주길,2024-01-31 06:34:22,LABEL_0
@hwny0914,AI시대를 이끄는 삼성 SDS 응원합니다,2024-02-29 06:34:22,LABEL_1
@twobabypapa,삼성의 기술력과 AI의 만남이 이렇듯 멋진 시너지효과를 보여주네요멋진 매니저가 생긴듯합니다 ㅎ앞으르 얼마나 더 진보된 기술력을 보여줄지 기대됩니다,2024-01-31 06:34:22,LABEL_1
@jhyson9447,삼성SDS  AI시대 오피스라이프  앞서가며 선두해가는 서비스 응원해요,2024-01-31 06:34:22,LABEL_1
@dongleD2016,AI의 시대 삼성SDS와 함께 즐거운 회사생활 하고싶어집니다 ,2024-02-29 06:34:22,LABEL_1
@jpsal99,삼성 SDS의 AI  기대 기대 됩니다 모든 생활에 AI가 녹아드는 시도 기대되요,2024-02-29 06:34:22,LABEL_0
@eunjoung3856,영상 너무 잘 봤어요 AI시대에 대한 새로운 가능성을 제시해주는 흥미롭고 기대가 되는 영상이였어요화이팅,2024-01-31 06:34:22,LABEL_1
@elohkobe,삼성SDS가 혁신의 선두주자로 더욱 큰 도약을 이루는 한 해가 되기를 기대합니다변화하는 시대에 발맞춰 새로운 도전을 통해 성장하고 사회에 기여하는 기업으로 더욱 발전해 나가기를 응원합니다,2024-02-29 06:34:22,LABEL_1
@glasssea4441,생동감 넘치는 영상 역시 삼성답네요AI시대 삼성SDS가 선도하는 기업이되길 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-rn9os1eg8v,점점 좋아지는 세상이네요 말로 이래라 저래라도 가능하다니 실생활에 잘 활용될듯하네요,2024-02-29 06:34:22,LABEL_1
@chunseokoh582,삼성SDS 생성형 AI 시대 개막상상속 이야기가 이제 현실이 되는 것을 우리가 목격하고 있어요이제 인류의 역사가 이제 AI시대에 진입하는 건가요,2024-02-29 06:34:22,LABEL_0
@user-cw3jx8by6f,역동적인 화면 구성이 노래와 어우러지며 AI의  세상을 잘 표현한 것 같아서 재밌게 봤습니다,2024-02-29 06:34:22,LABEL_1
@user-su3un8nn7t,영상 노래 음량 레파토리 4박자가 짝짝 멋쩌요이벤트 참여완료항상 재밌고 유익한 이벤트와선물 감사합니다이벤트 기획하시는 담당자분들 쎈스쟁이 굿입니다이벤트 준비및 기타 어렵고 힘들지만 화이팅입니다 ,2024-02-29 06:34:22,LABEL_1
@sangmilee3427,역동적으로 변화하는 오피스라이프가 기대되는 광고네요,2024-01-31 06:34:22,LABEL_1
@dayul1480,삼성SDS의 생성형 AI 서비스가 생활의 편리함을 어디까지 가져다줄지 정말 기대됩니다 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-tg7kh1pu8c,삼성SDS가 기업 업무의 Hyperautomation을 현실로 실현하는 다양한 생성형 AI 서비스를 잘 보았습니다,2024-01-31 06:34:22,LABEL_1
@user-uj3qh6vo3j,멋지네요제가 꿈꾸는 세상을 실현하는 삼성SDS  번창하시길 응원합니다,2024-01-31 06:34:22,LABEL_1
@hhyykk,와 세상 진짜 좋아졌다ㅋㅋ 쟈비스가 진짜 생겨버렸넼ㅋㅋ,2024-01-31 06:34:22,LABEL_1
@hyungwookkim6368,생성형 AI로 삶의 질이 향상되길 기대합니다 삼성SDS 응원합니다,2024-02-29 06:34:22,LABEL_1
@병아리콩-z6w,생활속으로 점점 다가오고 있는 AIpc스마트폰에 탑재되어 활용도가 높아지고 있고 영역이 확장 되어가고 있네요혼자 생활해도 재미있고 어느 지역세계를 여행가도 도움을 받을수 있으니 AI의 생태계가 기대 됩니다,2024-01-31 06:34:22,LABEL_1
@youngc2494,생성형 AI로 생활에 큰변화를 주도하는 삼섬SDS의멋진 미래를 늘 응원합니다,2024-02-29 06:34:22,LABEL_1
@bjs8049,다양한 생성형 AI 서비스를 선보이는 삼성SDS의 놀라운 혁신 기대되네요,2024-02-29 06:34:22,LABEL_0
@its_spring,삼성SDS 생성형 AI 서비스 함께 응원합니다,2024-01-31 06:34:22,LABEL_1
@user-nq7ds3dh3e,삼성 SDS 생성형  Al 오피스 라이프 넘 기대돼요 영상 잘봤어요 응원합니다,2024-01-31 06:34:22,LABEL_1
@Kelly-lz2ux,생성형 AI시대 저도 삼성 SDS와 같이 시작해봅니다 삼성sds보유국으로 자랑스럽습니다,2024-08-10 06:34:22,LABEL_1
@user-mm5lf1sn2p,생성형 AI와 함께 할 가까운 미래가 너무 기대가 되네요 삼성SDS와 함께 희망을 꿈꿔보기를 바랍니다,2024-01-31 06:34:22,LABEL_0
@momo0623,AI가 대세 이번에 나온 갤럭시24 AI기능탑제로 많은 인기를 끌고있지요 특히 AI기능들이 일상생활에서 너무 유용하게 쓰이는것 같아요 이제 모두가 휴대폰에서 AI기능을 쓰는 날이 얼마 남지 않은듯해요 우리의  AI기술 아님 삼성의 AI기술에 깜짝놀랐어요 갤럭시24 통화어시스턴스는 정말 혁명이었어요 동시통역의 느낌이라니 삼성아니면 누가하겠어요 일상생활의 많은 부분에서 사용하고있는 사용될 AI삼성SDS와함께 세계제일의 AI기술이 더발전하길 응원합니다,2024-02-29 06:34:22,LABEL_1
@taemin2586,영상을 보니 신나고 재미있는 회사 생활이 기대가 됩니다 영상 너무 잘 봤어요 다가올 AI 오피스라이프가  설레입니다 화이팅,2024-01-31 06:34:22,LABEL_1
@zzazzala3,AI 시대가 우리의 일상을 변화시키고 있다는게 피부로 와 닿을정도로 기술이 빠르게 발전하고 있어요앞으로 AI가 얼마나 우리를 더 놀라가 할지 기대가 됩니다,2024-02-29 06:34:22,LABEL_1
@dongsu3857,영상에 위트가 많아 잼있게 봤어요 AI기술도 역시 삼성이네요 크으 앞으로의 AI오피스라이프 기대가 됩니다화이팅,2024-01-31 06:34:22,LABEL_1
@miuccia116,삼성SDS 유튜브 구독완료참여완료AI시대 오피스라이프  Welcome to AI Life  삼성SDS 생성형 AI 브랜드 필름잘 봤어요이제 삼성SDS가 지금까지 집약한 AI 기술과 고객 업종에 대한 깊은 이해를 바탕으로 기업 업무의 Hyperautomation을 현실로 실현하는 다양한 생성형 AI 서비스를 선보입니다완전 기대되요널리 알릴게요자주 들러 좋은 정보 많이 얻어갈게요든든한 동반자가 되어주실거죠,2024-01-31 06:34:22,LABEL_1
@minyoung4896,신나는 노래덕분에 영상 잘 봤어요 앞으로의 AI오피스 라이프 기대됩니다,2024-01-31 06:34:22,LABEL_1
@shinhye_0927,광고가 너무 신나서 잼있게 잘 봤어요 역동적으로 변화하는 오피스라이프 너무 기대됩니다,2024-01-31 06:34:22,LABEL_1
@user-px5wj7ki4s,기업 업무의 Hyperautomation을  다양한 생성형 AI 서비스로 현실로 실현하는 삼성SDS 생성형 AI 서비스 많은 분들에게 도움주고 사랑많이 받길 바라며 응원합니다 화이팅,2024-02-29 06:34:22,LABEL_1
@user-ts1ip7wh4k,삼성SDS 생성형 AI시대 효율적인 업무로 더욱 더 일할 맛이 날것 같아요삼섬SDS의 앞날은 꽃길만 찾아오겠어요,2024-02-29 06:34:22,LABEL_1
@kimjaeheon,이거 엄청난 솔루션이네요,2024-01-31 06:34:22,LABEL_1
@user-bt2zx4si6m,삼성SDS 생성형AI로  편리해질 오피스라이프 기대하고 응원합니다,2024-01-31 06:34:22,LABEL_1
@taeho4273,격변하는 AI시대에 살고 있다는 게 흥미진진합니다 영상 너무 잘 봤구요 앞으로의 미래가 기대됩니다,2024-01-31 06:34:22,LABEL_1
@user-ir6nq2yn5q,삼성SDS 생성형 AI 서비스 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-kk7tn4dz5q,광고가 재밌네요AI시대의 라이프가 기대됩니다,2024-01-31 06:34:22,LABEL_1
@jarowjo,삼성SDS의 새로운 기능을 알수 있어서 좋은 영상이네요 응원합니다,2024-02-29 06:34:22,LABEL_1
@hyunwookkim372,삼성 SDS가 열어갈 AI 시대가 벌써부터 기대되는건 저뿐일까요,2024-02-29 06:34:22,LABEL_0
@chldls14,영상 잘보고 갑니다구독하고 갑니다삼성SDS  응원합니다,2024-02-29 06:34:22,LABEL_1
@user-fq5bs8ge7s,처진 달팽이의 말하는 대로라는 노래가 영상을 보며 떠올랐어요정말로 말하는 대로 뭐든지 찾아주고 이뤄줄 것 같은 삼성SDS AI시대 오피스라이프rk 만들어 갈  말하는 대로 마음먹은 대로 생각한 대로 세상을 가슴 뛰며 기대하게 만들어요,2024-01-31 06:34:22,LABEL_1
@ssory_i,진짜 AI로 너무 편한 세상이 열리게 되니 기대가 됩니다 삼성SDS 많은 소식 알려주세요,2024-02-29 06:34:22,LABEL_1
@alphabat79,광고를 보니 신나고 재미 있는 회사 생활이 기대 됩니다,2024-01-31 06:34:22,LABEL_1
@tempt08,다가오는 AI시대에서 삼성SDS의 다양한 활동을 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-sx1ve7tp6y,삼성이 AI 기술에서 앞서나가는 느낌이 드네요 대한민국 기업인게 정말 자랑스럽습니다 ㅎㅎ,2024-02-29 06:34:22,LABEL_1
@user-lh7jc6mq6b,격변하는 AI시대에 살고 있다는 게 흥미진진합니다 영상 너무 잘 봤구요 앞으로의 미래가 기대됩니다,2024-01-31 06:34:22,LABEL_1
@user-ox3vv6nd1k,영상처럼 꿈에 그리는 오피스생활이 되었으면 좋겠네요 ㅎㅎ,2024-01-31 06:34:22,LABEL_0
@namwhang,삼성SDS의 생성형 AI시대 정말 기대됩니다 언제나 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-zr4jv6wo2x,빨리빨리로 구분되어 지는 대한민국의 현실에 작은 쉼표 하나 찍GO친구들 함께 그것이 주는 힐링을 경험하고 말꺼예요 지금도 잘 하고 있어요앞으로도 잘 할 수 있을테니함께 라면 할수 있죠 우리 라면 할수 있죠우리 모두 힘을 합해이 어려운 시기를 서로 도우며 잘 극복했으면 합니다 힘든 이들 이 없는지주변을 살피고 위로와 도움의 손길로 함께 가즈아,2024-01-31 06:34:22,LABEL_1
@rjdong5417,와 재미있네요 간만에 광고 영상 끝까지 봤어요 ,2024-01-31 06:34:22,LABEL_1
@user-ni4ke9zj5i,AI시대에 살고잇다는게 즐겁네요 앞으로기대가 많이됩니다,2024-02-29 06:34:22,LABEL_1
@dearjeong-,뻔뻔해지고 이랬다 저랬다하고 깜빡도 하고영상 넘 재밌었어요 생성형 AI 시대 넘 기대됩니다,2024-02-29 06:34:22,LABEL_1
@mimisong23,이제 삼성 SDS의 생성형 AI 서비스로 회사에서 정말 중요한 일에 집중하고 노가다업무는 AI에게 믿고 맡기렵니다,2024-02-29 06:34:22,LABEL_1
@user-pj4ug7vh9w,보면볼수록 신기하네요자주 둘러보겠습니다,2024-02-29 06:34:22,LABEL_1
@daenggi83,삼성 SDS의 생성형 AI사업 응원합니다 ㅎㅎ,2024-01-31 06:34:22,LABEL_0
@hrimmanoscan,AI를 선도하는 삼성 역시 세계 1등은 괜히 1등이 아니죠 최고의 삼성을 응원합니다 아자,2024-01-31 06:34:22,LABEL_1
@user-pt7fh6em2h,확 와닿는 광고입니다 너무 잘 만들었어요,2024-01-31 06:34:22,LABEL_1
@user-wn9di5cr3u,삼성SDS의 AI서비스 기대됩니다,2024-01-31 06:34:22,LABEL_1
@sdsbim,AI시대의 오피스 라이프,2024-01-31 06:34:22,LABEL_1
@changminok5395,삼성SDS가 항상 많은 분들에게 큰 사랑 받길 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-fl8tq3vl4v,발전하는  AI 기술   편리해질 오피스 라이프 기대하며  영상  간만에  재밌게 보았습니다 ,2024-01-31 06:34:22,LABEL_0
@user-wb4ms3wt3o,이번 영상 시청하면서 삼성SDS 생성현 AI가 앞으로 우리삶에 어떻게 적용될지 영상을 통해 알려주셔서 너무 감사드리고 어떤 기술력이 펼쳐질지 너무 궁금해집니다 앞으로 발전될 AI기술과 삼성sds Sds 기술 기대하겠습니다,2024-01-31 06:34:22,LABEL_0
@user-lj2py4cc6u,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-bi4jt7ls1c,삼성SDS의 AI시대 오피스라이프 잘 봤어요 볼수록 신비하고 새로운 세상에 빠져들며 편한 생활을 이어가는 행복한 스토리가 마음을 사로잡네요 세련된 영상미에 감각적인 음악이 함께해서 한편의 멋진 영화 예고편을 보는 것 같았어요 앞으로도 많은 관심과 사랑 속에 크게 발전하길 바라며 응원할게요,2024-02-29 06:34:22,LABEL_1
@leesuyeon0225,격변하는 AI시대에 살고 있다는 게 흥미진진합니다 영상 너무 잘 봤구요 앞으로의 미래가 기대됩니다,2024-01-31 06:34:22,LABEL_1
@user-wo6yj5dv6s,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-nf1wn1gh3q,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-km6qg5rm6v,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-ww6eh7lb5i,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-mi7mp2il8y,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-wd9zr6co8e,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-ch8fz4yy3t,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@rainy_day365,삼성SDS 생성형 AI 브랜드 필름은 AI 시대에 대한 새로운 가능성을 제시해주는 흥미로운 영상이었습니다AI 기술이 우리의 삶을 어떻게 변화시킬 것인지 기대하게 되네요,2024-01-31 06:34:22,LABEL_0
@user-hj5no1gx6t,광고 너무 매력있어요ㅎㅎ오피스라이프가 기대 됩니다,2024-01-31 06:34:22,LABEL_1
@Jaemin1004,AI시대 오피스라이프에 대한 이야기가 공감이 되고 흥미로움과 영상미가 좋고 내용이 유용해서 더 특별하고 좋네요 앞으로도 다양한 컨텐츠 기대하고 응원해요,2024-01-31 06:34:22,LABEL_1
@redbong24,빠름빠름빠름 광고 넘 재밌어요 AI시대 삼성SDS 덕분에 생활이 더 즐거워집니다,2024-02-29 06:34:22,LABEL_1
@doyun76175,좋은 영상 잘 봤어요 노래가 너무 신나고 좋네요 AI와 공존하는 오피스라이프 기대가 됩니다 화이팅,2024-01-31 06:34:22,LABEL_1
@dojun7616,좋은 영상 잘 봤어요 노래가 너무 신나고 좋네요 AI와 공존하는 오피스라이프 기대가 됩니다,2024-01-31 06:34:22,LABEL_1
@user-th7oy7vb3i,새로운 AI 시대를 열어줄 삼성SDS의 앞날을 응원합니다  우리나라 최고의 기업 자랑스러워요  ,2024-02-29 06:34:22,LABEL_1
@durianseller,저희 회사도 코파일럿 도입 좀 했으면,2024-01-31 06:34:22,LABEL_0
@user-gc2ck6fx2j,AI 시대의 삼성SDS의 행보를 진심으로 응원합니다,2024-02-29 06:34:22,LABEL_0
@user-fh8th3vw4t,삼성SDS 생성형 AI 서비스 로 아무리 발전 하는 AI보다 명령을 과감없이 나에게 맞춤으로 내리는 인간의 존재가 우선순위 되는 세상을 만들어 나가겠네요  LLM과 데이터 생성형 AI에 항상 수식어처럼 따라다니는 파인튜닝과 프롬프트 엔지니어링뿐만 아니라 생성형 AI의 기반이 되는 클라우드와 GPU 인프라 등 모든 것들이 준비되고 보안까지 완벽 하게 해둬야 AI가 보다 활성화 될텐데 삼성SDS 생성형 AI 서비스는 이모든것을 한번에 하여 고객이 어디있든맞춤으로 지원해주니 최고의 한해를 만들수 있을것 같아요 ,2024-02-29 06:34:22,LABEL_1
@TV-fb1vs,미래가 성큼 다가오고 있음을 느낍니다 그 중심에 삼성 SDS가 있습니다 너무 놀랍고 기대됩니다 ,2024-02-29 06:34:22,LABEL_1
@user-lz4eu8gy7o,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@user-vn5ko9ds8u,앞으로의 AI오피스 라이프 응원합니다,2024-02-29 06:34:22,LABEL_1
@minji42745,좋은 영상 잘 봤어요 노래가 너무 신나고 좋네요 AI와 공존하는 오피스라이프 기대가 됩니다,2024-01-31 06:34:22,LABEL_1
@user-jp2zn9go4n,삼성 SDS 앞으로 쭈욱 대박행진하세요늘 응원할게요,2024-02-29 06:34:22,LABEL_1
@user-oz4rb4tu1s,삼성SDS 생성형 AI서비스 응원합니다 화이팅 ,2024-02-29 06:34:22,LABEL_1
@inho79135,영상을 보니 신나고 재미있는 회사 생활이 기대가 됩니다 영상 너무 잘 봤어요 다가올 AI 오피스라이프가  설레입니다,2024-01-31 06:34:22,LABEL_1
@minimalangela,꿈과 무한대의 가능성을 이뤄주는 AI 시대가 기대되요AI NEW ERA 패스파인더 삼성 SDS 파이팅,2024-01-31 06:34:22,LABEL_1
@user-mf8sf1tg8f,생성형 AI 시대가 도래 헸네요 삼성 SDS의 역할 기대됩니다,2024-02-29 06:34:22,LABEL_0
@user-ie7ww2mm1b,벌써 이런세상이 오다니 앞으로의 무궁한 발전도 기대되네여,2024-02-29 06:34:22,LABEL_1
@user-mi8vn4ui8r,걱정과 기대가 뒤섞인 미래가 가까워오네요 두근두근합니다,2024-02-29 06:34:22,LABEL_1
@hyeeun4576,회사생활도 똑똑하게 할 수 있는 시대가 왔군요 두둥 영상 너무 잘 봤어요,2024-01-31 06:34:22,LABEL_1
@kim-vr4qu,AI시대 오피스라이프 메인 편  Welcome to AI Life  삼성SDS 생성형 AI 서비스구독자  2만명 축하합니다  앞으로 실버버튼 받는 그날까지  쭉 달려 보 시죠 ,2024-06-30 06:34:22,LABEL_1
@VIPSlab,완료하였습니다 Samsungsds AI 기대됩니다,2024-02-29 06:34:22,LABEL_1
@sbsaranyu2282,Welcome to AI Life  성SDS 생성형 AI 서비스 기대되요 이젠 정말 다양한 곳에서 쓰이는데 누워서 일할수 있으면 참 좋겠네요 비건식당 찾기 오케이,2024-02-29 06:34:22,LABEL_1
@hdyeom7,삼성SDS의 생성형 AI 서비스는 업무의 Hyperautomation을 현실로 만들어내는데 정말 기대돼요,2024-02-29 06:34:22,LABEL_1
@harrycarry,삼성SDS의 생성형 AI 서비스가 앞으로 우리의 일상을 어떻게 바꿔나갈지 무척 기대됩니다,2024-02-29 06:34:22,LABEL_0
@eunmi3527,신나는 노래덕분에 영상 잘 봤어요 앞으로의 AI오피스 라이프 기대됩니다 화이팅,2024-01-31 06:34:22,LABEL_1
@naeun58795,역동적으로 변화하는 오피스라이프가 기대되는 영상이예요 너무 잘 봤습니다,2024-01-31 06:34:22,LABEL_1
@user-kn1iq3up9w,광고가 참좋네요,2024-01-31 06:34:22,LABEL_1
